[2024-09-23 10:01:04] Experiment directory created at /scratch2/ml/guojun/mvgeneration/results/09/23/languagetable_original
[2024-09-23 10:01:14] Model Parameters: 679,669,648
[2024-09-23 13:04:52] (step=0335900/epoch=0001) Train Loss: 0.0048, Gradient Norm: 0.0081, Train Steps/Sec: 1.50
[2024-09-23 13:05:59] (step=0336000/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0195, Train Steps/Sec: 1.50
[2024-09-23 13:07:06] (step=0336100/epoch=0001) Train Loss: 0.0053, Gradient Norm: 0.0124, Train Steps/Sec: 1.50
[2024-09-23 13:08:13] (step=0336200/epoch=0001) Train Loss: 0.0050, Gradient Norm: 0.0089, Train Steps/Sec: 1.50
[2024-09-23 13:09:19] (step=0336300/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0098, Train Steps/Sec: 1.50
[2024-09-23 13:10:26] (step=0336400/epoch=0001) Train Loss: 0.0053, Gradient Norm: 0.0187, Train Steps/Sec: 1.50
[2024-09-23 13:11:33] (step=0336500/epoch=0001) Train Loss: 0.0049, Gradient Norm: 0.0097, Train Steps/Sec: 1.50
[2024-09-23 13:12:40] (step=0336600/epoch=0001) Train Loss: 0.0048, Gradient Norm: 0.0241, Train Steps/Sec: 1.50
[2024-09-23 13:13:46] (step=0336700/epoch=0001) Train Loss: 0.0049, Gradient Norm: 0.0065, Train Steps/Sec: 1.50
[2024-09-23 13:14:53] (step=0336800/epoch=0001) Train Loss: 0.0056, Gradient Norm: 0.0118, Train Steps/Sec: 1.50
[2024-09-23 13:16:00] (step=0336900/epoch=0001) Train Loss: 0.0054, Gradient Norm: 0.0105, Train Steps/Sec: 1.50
[2024-09-23 13:17:06] (step=0337000/epoch=0001) Train Loss: 0.0058, Gradient Norm: 0.0109, Train Steps/Sec: 1.50
[2024-09-23 13:18:13] (step=0337100/epoch=0001) Train Loss: 0.0078, Gradient Norm: 0.0553, Train Steps/Sec: 1.50
[2024-09-23 13:19:20] (step=0337200/epoch=0001) Train Loss: 0.0057, Gradient Norm: 0.0152, Train Steps/Sec: 1.50
[2024-09-23 13:20:27] (step=0337300/epoch=0001) Train Loss: 0.0049, Gradient Norm: 0.0105, Train Steps/Sec: 1.50
[2024-09-23 13:21:34] (step=0337400/epoch=0001) Train Loss: 0.0062, Gradient Norm: 0.0091, Train Steps/Sec: 1.49
[2024-09-23 13:22:41] (step=0337500/epoch=0001) Train Loss: 0.0069, Gradient Norm: 0.0150, Train Steps/Sec: 1.50
[2024-09-23 13:23:48] (step=0337600/epoch=0001) Train Loss: 0.0058, Gradient Norm: 0.0073, Train Steps/Sec: 1.50
[2024-09-23 13:24:54] (step=0337700/epoch=0001) Train Loss: 0.0061, Gradient Norm: 0.0254, Train Steps/Sec: 1.50
